	word	proposed_splitting	count_pre	count_post
3350	performingarts	['performing', 'arts']	1	
3351	myg7	['my', 'g', '7']	4	
3352	america		4	
3353	kurdistan		2	
3354	ibmwatson		1	
3355	taxtherich	['tax', 'the', 'rich']	1	
3356	urbanforestry	['urban', 'forestry']	1	
3357	youthup	['youth', 'up']	1	
3358	modi		1	
3359	positivevibes	['positive', 'vibes']	1	
3360	wateractiondecade	['water', 'action', 'decade']	1	
3361	extinct		4	
3362	datascience	['data', 'science']	1	
3363	gmg4c		2	
3364	trumpfakescience	['trump', 'fake', 'science']	1	
3365	interview		2	1.0
3366	climateleadership	['climate', 'leadership']	1	
3367	meatkills	['meat', 'kills']	1	
3368	climateadaption	['climate', 'adaption']	1	1.0
3369	followforfollow	['follow', 'for', 'follow']	5	
3370	blizzardoflies	['blizzard', 'of', 'lies']	1	
3371	nanoparticles		1	
3372	dnp		1	
3373	stopcoal010	['stop', 'coal', '010']	2	
3374	leedcertified	['lee', 'd', 'certified']	1	
3375	britainsbusiestairport		1	
3376	nebraskafloods		1	
3377	theansweriswater	['the', 'answer', 'is', 'water']	1	
3378	hardball		1	
3379	europeanelections		1	
3380	elephants		1	
3381	ismun	['is', 'mun']	1	
3382	washtimesoped		2	
3383	costarica		3	1.0
3384	agriculture		31	19.0
3385	writerslife	['writers', 'life']	1	
3386	qm2030		1	
3387	climatefacts	['climate', 'facts']	3	2.0
3388	rural		1	
3389	schools		1	1.0
3390	airsealing	['air', 'sealing']	1	
3391	senate		1	1.0
3392	philosophy		2	
3393	un		16	23.0
3394	hurricanemaria	['hurricane', 'maria']	2	
3395	peacedividend	['peace', 'dividend']	1	
3396	lasustainability	['la', 'sustainability']	1	
3397	cropland		2	
3398	syngenta	['syn', 'gent', 'a']	1	1.0
3399	nowwatching	['now', 'watching']	1	
3400	meatfreemonday		1	
3401	plasticwaste	['plastic', 'waste']	1	1.0
3402	recycle		10	10.0
3403	unn		1	
3404	tuneinradioapp	['tune', 'in', 'radio', 'app']	2	
3405	iceageeuropenow		1	
3406	uppers		1	
3407	greentech2019	['green', 'tech', '2019']	2	
3408	smartflower	['smart', 'flower']	1	
3409	contemporaryart	['contemporary', 'art']	1	
3410	enoughisenough	['enough', 'is', 'enough']	1	
3411	bernieinbrooklyn		1	
3412	auspoi	['a', 'us', 'poi']	2	
3413	chrisisaak		1	
3414	basketball		1	
3415	gut		1	
3416	paper		2	
3417	gonow	['go', 'now']	1	
3418	schoolsstrike4climate	['schools', 'strike', '4', 'climate']	3	
3419	indigenousrights	['indigenous', 'rights']	1	
3420	m4o	['m', '4', 'o']	1	
3421	cyberattack		1	
3422	hinews	['hi', 'news']	1	
3423	niederschlag		1	
3424	opendata	['open', 'data']	3	4.0
3425	endcitizensunited	['end', 'citizens', 'united']	1	
3426	prayforjapan	['pray', 'for', 'japan']	1	
3427	agnipuran		1	
3428	nationalemergencies	['national', 'emergencies']	1	
3429	scicomm	['sci', 'com', 'm']	8	11.0
3430	saveaca		5	
3431	citiesipcc		1	
3432	35		1	
3433	creative		1	
3434	cleanfuels	['clean', 'fuels']	1	
3435	leader		1	
3436	joshfriedandburnt	['josh', 'fried', 'and', 'burnt']	2	
3437	cattail		1	
3438	mtpol	['mt', 'pol']	1	
3439	qanon	['q', 'an', 'on']	7	5.0
3440	shooting		2	
3441	frenchpolynesia		1	
3442	potato		2	
3443	uwaterloo		1	
3444	charityjobs	['charity', 'jobs']	1	
3445	richmondhill		1	
3446	oceansofdemocracy	['oceans', 'of', 'democracy']	1	
3447	globalclimatechange	['global', 'climate', 'change']	1	
3448	amazoniacolombiana		1	
3449	cities		16	9.0
3450	blackfish		6	
3451	fullychargedlive	['fully', 'charged', 'live']	1	
3452	zerocrasheszeroemissionszerocongestion	['zero', 'crashes', 'zero', 'emissions', 'zero', 'congestion']	1	
3453	boycottabc		1	
3454	climatechangeshealth	['climate', 'changes', 'health']	5	3.0
3455	drawing		2	
3456	impactcareer	['impact', 'career']	1	
3457	billshorten	['bill', 'shorten']	1	
3458	cardiff		1	
3459	mayday2019	['mayday', '2019']	1	
3460	aberdeen		1	
3461	modules		1	
3462	gdprday		1	
3463	waterwars	['water', 'wars']	1	
3464	globaldealfornature	['global', 'deal', 'for', 'nature']	2	
3465	oilpainting	['oil', 'painting']	1	
3466	angustaylor		2	
3467	geographyteacher	['geography', 'teacher']	1	1.0
3468	memorialday	['memorial', 'day']	1	
3469	bills		1	
3470	nonewcoal	['no', 'new', 'coal']	23	1.0
3471	waterdigest	['water', 'digest']	1	
3472	unexit		1	
3473	climatecafe	['climate', 'cafe']	1	
3474	freepress	['free', 'press']	2	
3475	environmentalnews	['environmental', 'news']	1	
3476	seabirdsaturday		2	
3477	nutella		2	
3478	earthday	['earth', 'day']	31	61.0
3479	homeless		4	
3480	electriccars	['electric', 'cars']	8	2.0
3481	coop		1	
3482	kraftwerk		1	
3483	emission		1	
3484	nppf		1	
3485	invasives		1	
3486	climateclass	['climate', 'class']	1	
3487	uganda		5	1.0
3488	commercialproperty	['commercial', 'property']	1	
3489	conservationoptimism	['conservation', 'optimism']	1	1.0
3490	dreamthefuture	['dream', 'the', 'future']	3	2.0
3491	greatdiving	['great', 'diving']	1	
3492	electionseuropeennes		1	
3493	csp		1	
3494	fastflood	['fast', 'flood']	1	
3495	fundamental		1	
3496	powerofthesun	['power', 'of', 'the', 'sun']	1	
3497	experimental		1	
3498	cyclones		1	1.0
3499	climatevulnerabilityindex	['climate', 'vulnerability', 'index']	1	
3500	eencanhelp		2	
3501	hittegolf		1	
3502	job		1	
3503	abc730		2	
3504	enicbcmed		2	
3505	accelerateclimateaction	['accelerate', 'climate', 'action']	1	
3506	waterrisk	['water', 'risk']	1	
3507	natural		2	
3508	coleg		2	
3509	culture		1	
3510	trendingstory	['trending', 'story']	12	
3511	edmiliband		1	
3512	changemakers	['change', 'makers']	1	
3513	people		1	1.0
3514	g20	['g', '20']	2	
3515	mobgrazing	['mob', 'grazing']	1	
3516	software		1	4.0
3517	mining		5	1.0
3518	breakfreefromplastic	['break', 'free', 'from', 'plastic']	4	2.0
3519	prepareactsurvive	['prepare', 'act', 'survive']	1	
3520	earthlove	['earth', 'love']	1	
3521	saveorangutans	['save', 'orangutans']	1	
3522	protecttheprotectors	['protect', 'the', 'protectors']	1	
3523	planttrees	['plant', 'trees']	2	1.0
3524	futureofwork	['future', 'of', 'work']	1	1.0
3525	ecomonday		1	
3526	conservative		1	
3527	delusional		1	1.0
3528	coorong		5	
3529	inkwoodresearch	['ink', 'wood', 'research']	1	
3530	smartislands	['smart', 'islands']	1	
3531	abpoli		8	17.0
3532	act		2	
3533	bookclubs	['book', 'clubs']	1	
3534	epidemic		1	
3535	permanentwaterinsufficiency	['permanent', 'water', 'insufficiency']	1	
3536	wha72		2	
3537	marginality	['marginal', 'it', 'y']	2	
3538	scexit		1	
3539	solarpanels	['solar', 'panels']	5	1.0
3540	corbyn		1	1.0
3541	birds		3	6.0
3542	walrus		118	
3543	lateline	['late', 'line']	1	
3544	nob	['no', 'b']	1	
3545	solyndra		1	
3546	restoration		1	1.0
3547	nmrivers		2	
3548	westernwater	['western', 'water']	1	
3549	risingsealevel	['rising', 'sea', 'level']	1	
3550	fl		1	
3551	machineintelligence	['machine', 'intelligence']	1	
3552	changingclimate	['changing', 'climate']	1	
3553	nonnuclear	['non', 'nuclear']	1	
3554	watchfulowls	['watchful', 'owls']	1	
3555	esd	['es', 'd']	1	
3556	spain		1	2.0
3557	nationals		1	
3558	totalitarianism		1	
3559	schoolshooting	['school', 'shooting']	1	
3560	senca	['sen', 'ca']	1	
3561	follome	['fol', 'lo', 'me']	1	
3562	trumplies	['trump', 'lies']	6	
3563	bigpolluters	['big', 'polluters']	1	
3564	officer		1	
3565	cpc_hq		1	
3566	thelatedebate	['the', 'late', 'debate']	1	
3567	veganforanimals	['vegan', 'for', 'animals']	1	
3568	savethereef	['save', 'the', 'reef']	11	
3569	rcn19		3	
3570	noconsensus	['no', 'consensus']	1	
3571	colleges		1	
3572	specialolympics		1	
3573	demscams		1	
3574	marinedebris	['marine', 'debris']	1	
3575	wwg1wga		2	1.0
3576	antartica		1	
3577	bms		1	
3578	smartinfrastructure	['smart', 'infrastructure']	2	
3579	earltown	['earl', 'town']	1	
3580	brandstakingstands	['brands', 'taking', 'stands']	1	
3581	johnconstable	['john', 'constable']	1	
3582	marclim		1	
3583	avpn2018		1	
3584	toomanyofus	['too', 'many', 'of', 'us']	1	
3585	seed		1	1.0
3586	solarshields	['solar', 'shields']	1	
3587	howdowegetyoutocare	['how', 'do', 'we', 'get', 'you', 'to', 'care']	2	
3588	oda		1	
3589	bikenomicsforum		5	
3590	pyrolysis		1	
3591	tokyo2020		1	
3592	foreignoffice	['foreign', 'office']	1	
3593	cheaper		1	
3594	throwbackthursday		1	
3595	fragility		1	1.0
3596	sendaiframework		13	
3597	earthday2018	['earth', 'day', '2018']	6	
3598	cleanwater	['clean', 'water']	7	
3599	sunset		1	1.0
3600	presidenttrump	['president', 'trump']	1	14.0
3601	tt237		1	
3602	feewithdividend	['fee', 'with', 'dividend']	1	
3603	climatebonds	['climate', 'bonds']	2	
3604	seechangeuseu	['see', 'change', 'use', 'u']	1	
3605	usaovernra		1	
3606	palmoil	['palm', 'oil']	5	4.0
3607	goecofriendly		1	
3608	iwd2019		12	
3609	fridayforfutures		1	
3610	contribute		1	
3611	lwdays		3	
3612	napmooc	['nap', 'moo', 'c']	1	
3613	gynaecological		1	
3614	greenwich		1	
3615	japan		6	1.0
3616	caucasians		1	
3617	polluterpays	['polluter', 'pays']	1	
3618	middleeast	['middle', 'east']	1	
3619	gender		7	6.0
3620	hazursystem		1	
3621	eumigration		1	
3622	money		3	3.0
3623	change		3	5.0
3624	nswgovernment		1	
3625	ecoanxiety		1	1.0
3626	米軍		1	
3627	supersaturday		1	
3628	ontpoli		1	
3629	plant19	['plant', '19']	1	
3630	politicslive	['politics', 'live']	1	
3631	frs		1	
3632	buildingproducts	['building', 'products']	2	
3633	ddvkkr		1	
3634	undoyourpart	['undo', 'your', 'part']	1	
3635	disaster		5	7.0
3636	farright	['far', 'right']	1	
3637	whca		1	
3638	girlseducationasagreenasset	['girls', 'education', 'as', 'a', 'green', 'asset']	1	
3639	realdonaldtrump		1	
3640	bim		2	6.0
3641	timeforchange	['time', 'for', 'change']	1	
3642	paulpetyt		1	
3643	engso		1	
3644	zerohunger	['zero', 'hunger']	11	19.0
3645	sustainablelifestyle	['sustainable', 'lifestyle']	1	
3646	stopplasticpollution	['stop', 'plastic', 'pollution']	1	
3647	idonotconsent		8	
3648	poaching		1	
3649	gravimetrics		1	
3650	plasticban	['plastic', 'ban']	1	
3651	writer		1	
3652	envhist	['en', 'v', 'hist']	2	
3653	cndpoli		1	
3654	plantbased	['plant', 'based']	5	4.0
3655	southafrica		3	
3656	glaciernationalpark	['glacier', 'national', 'park']	1	
3657	hoax		3	5.0
3658	contractionandconvergence	['contraction', 'and', 'convergence']	1	
3659	naturewriting	['nature', 'writing']	1	
3660	poetrylyrics	['poetry', 'lyrics']	1	
3661	sealevelrise	['sea', 'level', 'rise']	32	10.0
3662	theglobalwatercrisis	['the', 'global', 'water', 'crisis']	1	
3663	progressdems		1	
3664	podsquad	['pod', 'squad']	1	
3665	cleaner		2	
3666	elections2019	['elections', '2019']	1	
3667	loveisland	['love', 'island']	2	
3668	solarminimums	['solar', 'minimums']	1	
3669	farmersuicides	['farmer', 'suicides']	3	
3670	gasgrid	['gas', 'grid']	1	
3671	bernie2020		10	
3672	polar		1	1.0
3673	planetearth	['planet', 'earth']	1	2.0
3674	middleschool	['middle', 'school']	1	
3675	delta		2	
3676	republofascism	['re', 'pub', 'lo', 'fascism']	1	
3677	edge		1	
3678	wood		2	
3679	laketurkana		1	
3680	iync		1	
3681	yyj		1	
3682	kodakcolorplus		1	
3683	bitcoin		2	
3684	schoolstrikeforclimate	['school', 'strike', 'for', 'climate']	4	
3685	iranflood		2	
3686	ecoschools		2	
3687	idai		5	
3688	duffy		2	
3689	russia		4	4.0
3690	oorfuture	['o', 'or', 'future']	3	
3691	ndc		1	1.0
3692	oilprice	['oil', 'price']	1	
3693	climatekic		5	1.0
3694	goodgrowthplan	['good', 'growth', 'plan']	1	
3695	educational		1	
3696	disruptive		1	
3697	renewables4climate		1	4.0
3698	melbourne		12	
3699	wef	['we', 'f']	2	
3700	myccnotes	['my', 'cc', 'notes']	1	
3701	camping		1	
3702	movies		1	
3703	norwegian		1	
3704	glacier		3	
3705	compost		1	
3706	circularfashioncentre		1	
3707	marine		1	8.0
3708	strawmanfallacy	['straw', 'man', 'fallacy']	1	
3709	housing		5	3.0
3710	floodrisk	['flood', 'risk']	1	1.0
3711	revolution		5	3.0
3712	extremeweatherconditions	['extreme', 'weather', 'conditions']	1	
3713	wars		2	
3714	energysecurity	['energy', 'security']	1	
3715	zeroemission	['zero', 'emission']	2	1.0
3716	coalcommission	['coal', 'commission']	1	
3717	laws		1	
3718	borneo		1	
3719	cfpreality		1	
3720	withpod	['with', 'pod']	1	
3721	environment		360	191.0
3722	talanoa4ambition		16	
3723	wordwildlifeday	['word', 'wildlife', 'day']	1	
3724	poem		1	2.0
3725	teamtrudeau		2	
3726	nowreading	['now', 'reading']	4	3.0
3727	civilservices	['civil', 'services']	1	
3728	cfcsydney		1	
3729	日本		3	
3730	wolf		1	
3731	ambition		2	1.0
3732	heating		1	
3733	local		1	1.0
3734	natgas		1	
3735	neveragain	['never', 'again']	3	
3736	co2centric		1	
3737	climate2020	['climate', '2020']	2	1.0
3738	gmos		1	
3739	tx		1	
3740	cfs2019		1	
3741	sealhunt	['seal', 'hunt']	1	
3742	algalbloom	['algal', 'bloom']	2	
3743	plantingbigideas	['planting', 'big', 'ideas']	1	
3744	european		2	
3745	oilandgas	['oil', 'and', 'gas']	5	9.0
3746	nathanthurm		1	
3747	meat		5	
3748	coldfusion	['cold', 'fusion']	2	2.0
3749	inequality		11	7.0
3750	trauma		1	
3751	gerbilwheelofstupid	['gerbil', 'wheel', 'of', 'stupid']	2	
3752	freethekids	['free', 'the', 'kids']	1	
3753	solarcycles	['solar', 'cycles']	1	
3754	regina		3	
3755	urbanresearch	['urban', 'research']	1	
3756	palmoilkills	['palm', 'oil', 'kills']	1	
3757	carfreecities	['car', 'free', 'cities']	1	
3758	sanders		1	
3759	joysms		1	
3760	innovation		42	36.0
3761	scipol	['sci', 'pol']	3	2.0
3762	genderequity	['gender', 'equity']	1	
3763	nonukes	['no', 'nukes']	1	
3764	mdbp		1	
3765	ea0111	['ea', '0111']	1	
3766	5g	['5', 'g']	7	3.0
3767	divest		10	1.0
3768	cdnpoli		48	179.0
3769	pride		1	
3770	cleanair	['clean', 'air']	23	8.0
3771	topoli		2	
3772	worldbiodiversityday	['world', 'biodiversity', 'day']	2	
3773	greenhabits	['green', 'habits']	1	
3774	earthrightnow	['earth', 'right', 'now']	2	
3775	methanotrophy		1	
3776	netzerocarbon	['net', 'zero', 'carbon']	3	
3777	ocean		19	10.0
3778	drawdown	['draw', 'down']	1	2.0
3779	ivotenature	['i', 'vote', 'nature']	1	
3780	adaptingtoclimatechange	['adapting', 'to', 'climate', 'change']	1	
3781	competition		1	
3782	youthsummit2019	['youth', 'summit', '2019']	1	
3783	linkedin	['linked', 'in']	1	
3784	doonbeg	['do', 'on', 'beg']	1	
3785	climatesmartgroup	['climate', 'smart', 'group']	1	
3786	csiro		1	2.0
3787	nursesareamazing	['nurses', 'are', 'amazing']	1	
3788	publication		1	
3789	bravo		1	
3790	cryptocurrency		20	1.0
3791	wintersports	['winter', 'sports']	1	
3792	changepublic	['change', 'public']	1	
3793	nigeria		3	8.0
3794	harvest		2	
3795	conveyorbelt	['conveyor', 'belt']	1	
3796	hopeisback	['hope', 'is', 'back']	1	
3797	tshirt	['t', 'shirt']	1	
3798	februdairyfree		2	
3799	nbflood2018		2	
3800	sunflower		1	
3801	cityfoodsym		1	
3802	solarboost	['solar', 'boost']	1	
3803	thebiglemon	['the', 'big', 'lemon']	1	
3804	abcclimatewatch		2	
3805	strike		2	
3806	plantatreenow	['plant', 'a', 'tree', 'now']	1	
3807	actoncimate		1	
3808	dealbreaker	['deal', 'breaker']	2	
3809	eggplant		1	
3810	electricgeneration	['electric', 'generation']	1	
3811	pacificislands	['pacific', 'islands']	1	2.0
3812	wegiveahoot	['we', 'give', 'a', 'hoot']	2	
3813	energychartertreaty	['energy', 'charter', 'treaty']	3	
3814	smart		2	
3815	emf		5	1.0
3816	women		5	10.0
3817	christianity		1	
3818	fridaymotivation		1	
3819	atiinspire	['at', 'i', 'inspire']	1	
3820	frost		1	
3821	laborforhiggins		1	
3822	42whc		3	
3823	au		1	
3824	heavymetalparticulates	['heavy', 'metal', 'particulates']	1	
3825	globaloverheating	['global', 'overheating']	1	
3826	flsen	['fl', 'sen']	1	
3827	riskreduction	['risk', 'reduction']	1	
3828	wineindustry	['wine', 'industry']	1	
3829	creativeindustries	['creative', 'industries']	3	
3830	peatlands	['peat', 'lands']	2	1.0
3831	lakes		1	
3832	music		5	2.0
3833	mepc		1	
3834	ovlungs		1	
3835	medium		10	
3836	morrison		1	
3837	forthefuture	['for', 'the', 'future']	2	
3838	gls18		2	
3839	orcas		1	
3840	brooklyn		1	
3841	aedes		1	
3842	timesquare	['time', 'square']	1	
3843	braindead	['brain', 'dead']	1	
3844	columbiaenergyexchange		1	
3845	eu4talanoa		1	
3846	earthhour	['earth', 'hour']	11	
3847	nhrenewablesnow		1	
3848	lowbirthweight	['low', 'birth', 'weight']	3	1.0
3849	lifestyles		2	
3850	norway		2	
3851	rebelmedia	['rebel', 'media']	1	
3852	students		1	
3853	liverflukes	['liver', 'flukes']	1	
3854	disinformation		1	
3855	connecticut		1	
3856	freethesnake	['free', 'the', 'snake']	4	
3857	neoliberalism		1	
3858	strongertomorrows	['stronger', 'tomorrows']	1	
3859	2028		1	
3860	elhtp001		1	
3861	multidimensionalpoverty	['multidimensional', 'poverty']	1	
3862	studentsstandup	['students', 'stand', 'up']	1	
3863	bcndp		4	
3864	climateelection	['climate', 'election']	11	
3865	yourchoice	['your', 'choice']	1	
3866	lying		1	
3867	decarbonising		1	
3868	wethefuture	['we', 'the', 'future']	1	
3869	pm10	['pm', '10']	1	
3870	studentdebtcrisis	['student', 'debt', 'crisis']	3	
3871	animalwelfare	['animal', 'welfare']	1	2.0
3872	foodforthought	['food', 'for', 'thought']	1	
3873	disclosure		1	
3874	fossilfuels	['fossil', 'fuels']	36	16.0
3875	gloabalgoals		2	
3876	dpulse	['d', 'pulse']	2	
3877	cleanenergywins	['clean', 'energy', 'wins']	1	
3878	governments		3	
3879	mmiwg		1	
3880	climatefinance	['climate', 'finance']	10	1.0
3881	mdb	['m', 'db']	4	
3882	agriculturebill	['agriculture', 'bill']	1	
3883	communication		2	1.0
3884	howard		2	
3885	whc42com		3	
3886	vocabulary		1	
3887	awg		1	
3888	nuclearwinter	['nuclear', 'winter']	1	
3889	meme		1	
3890	kot		1	
3891	365daychallenge	['365', 'day', 'challenge']	2	
3892	realscience	['real', 'science']	1	
3893	nationalaudubonsociety		1	
3894	lakemead	['lake', 'mead']	1	
3895	solution		1	
3896	sydneymarket		1	
3897	koalas		1	
3898	sciencecafe	['science', 'cafe']	1	
3899	glaciernps		1	
3900	poetry		3	2.0
3901	notgoodnews	['not', 'good', 'news']	1	
3902	weneedtomakesomechanges	['we', 'need', 'to', 'make', 'some', 'changes']	1	
3903	environmentjobs	['environment', 'jobs']	2	
3904	ndcs		4	1.0
3905	fruittreeschangelives	['fruit', 'trees', 'change', 'lives']	1	
3906	dutch		1	
3907	rebuildthiscathedral	['rebuild', 'this', 'cathedral']	1	
3908	anz		1	
3909	investinpeople	['invest', 'in', 'people']	1	
3910	newspapers		1	
3911	fraud		3	3.0
3912	womensrights		1	1.0
3913	affordablehousing	['affordable', 'housing']	2	2.0
3914	mountain		1	
3915	billnye		3	
3916	climatefuture	['climate', 'future']	3	
3917	sitec	['site', 'c']	2	
3918	math		3	
3919	birthcontrol	['birth', 'control']	3	
3920	nzpoli		1	
3921	osha		1	
3922	geospatial		2	
3923	mses		1	
3924	cronerienv		1	
3925	joblisting	['job', 'listing']	1	
3926	dataviz	['data', 'viz']	2	15.0
3927	climatejourney	['climate', 'journey']	2	
3928	consumption		2	4.0
3929	climatedenial	['climate', 'denial']	4	
3930	dudpredictions	['dud', 'predictions']	1	1.0
3931	cardiovascular		2	
3932	rickandmorty		1	
3933	patients		1	
3934	termlimits	['term', 'limits']	1	
3935	peatland	['peat', 'land']	2	
3936	tellthetruthteco		2	
3937	inclusiveness		1	
3938	histstm		1	
3939	mozambique		11	
3940	iapol	['i', 'a', 'pol']	1	
3941	farmers		19	4.0
3942	restoreepa		1	
3943	millennial		1	
3944	nonewm4	['no', 'new', 'm', '4']	1	
3945	debatemedana		6	
3946	scam		10	6.0
3947	waterfootprint	['water', 'footprint']	1	
3948	southasiahotspots		7	
3949	energylabelling		1	
3950	tytnetwork		1	
3951	dentureclinic	['denture', 'clinic']	1	
3952	beaworldleader	['be', 'a', 'world', 'leader']	1	
3953	unsdgs		1	
3954	natives		1	
3955	consciousness		1	
3956	warmingstripes	['warming', 'stripes']	1	
3957	nigerriver		1	
3958	gulfstream	['gulf', 'stream']	4	1.0
3959	vanuatu		1	2.0
3960	dasvidaniyagop		1	
3961	liveexport	['live', 'export']	1	
3962	greennewshoes	['green', 'new', 'shoes']	2	
3963	methodology		1	
3964	bbnj		1	
3965	unemployment		4	
3966	carbonprogram	['carbon', 'program']	2	
3967	urban		7	
3968	stark		1	
3969	chicago		1	
3970	nodapl		1	
3971	nzeb		2	
3972	abc		2	
3973	lobbying		1	
3974	climateapocalypse	['climate', 'apocalypse']	1	
3975	teaparty	['tea', 'party']	2	
3976	freedomgas	['freedom', 'gas']	2	
3977	toryleadership		1	
3978	globalism	['global', 'is', 'm']	2	
3979	fairvotes	['fair', 'votes']	3	
3980	isavewater	['i', 'save', 'water']	1	
3981	sheikhhasina	['sheikh', 'has', 'in', 'a']	2	
3982	barbudalandact		1	
3983	bible		1	
3984	industrializeafrica		1	
3985	travelerschoice	['travelers', 'choice']	1	
3986	awwaace		1	
3987	newsouthwales	['new', 'south', 'wales']	1	
3988	orpol	['or', 'pol']	1	3.0
3989	surrealart	['surreal', 'art']	1	
3990	protection		1	
3991	seniorcare	['senior', 'care']	1	
3992	tea		1	
3993	cocreate	['co', 'create']	1	
3994	apocalypse		1	
3995	greenlifestyle	['green', 'lifestyle']	1	
3996	unitedforchange	['united', 'for', 'change']	2	
3997	oceanoptimism	['ocean', 'optimism']	4	
3998	socialecology	['social', 'ecology']	1	
3999	c3s	['c', '3', 's']	1	
4000	succulents		1	
4001	breakthesilence	['break', 'the', 'silence']	3	
4002	environmentalforecasting	['environmental', 'forecasting']	1	
4003	chikungunya		1	
4004	plugin		1	
4005	hypocrite		2	
4006	irony		1	
4007	cbiac19		1	
4008	dairyisscary	['dairy', 'is', 'scary']	1	
4009	movement		1	
4010	train		1	
4011	pope		1	
4012	wildlifephotography	['wildlife', 'photography']	1	
4013	greennewdisaster	['green', 'new', 'disaster']	1	
4014	ico		8	
4015	ideas		1	2.0
4016	radicalweather	['radical', 'weather']	1	
4017	agritech		1	
4018	higov		1	
4019	climatechanged	['climate', 'changed']	1	
4020	fitness		1	
4021	globaledchat	['global', 'ed', 'chat']	1	
4022	nothirdrunway	['no', 'third', 'runway']	6	2.0
4023	h2o	['h', '2', 'o']	1	
4024	fuels		1	
4025	dengue		1	2.0
4026	climatechangeresilience	['climate', 'change', 'resilience']	1	
4027	nationnz		1	
4028	floodmanagement	['flood', 'management']	1	
4029	indi		1	
4030	whitehouse		1	
4031	mn02		1	
4032	amdchem		1	
4033	socialgood	['social', 'good']	1	
4034	grifter		2	
4035	negotiatingskills	['negotiating', 'skills']	2	
4036	freepubliccollege	['free', 'public', 'college']	1	
4037	uhc	['uh', 'c']	3	
4038	landrights	['land', 'rights']	3	1.0
4039	unethically		1	
4040	yemen		1	1.0
4041	gdp		3	1.0
4042	antartic	['an', 'tar', 'tic']	1	
4043	iycnoutreach		1	
4044	educcate		3	
4045	powerofwomen	['power', 'of', 'women']	1	
4046	philanthropy		2	
4047	imstillwithher		1	
4048	brainwashed		1	
4049	suds		1	
4050	arctic		46	39.0
4051	climatechangestrike	['climate', 'change', 'strike']	6	
4052	atheists		3	
4053	isthisgoodorbad	['is', 'this', 'good', 'or', 'bad']	1	
4054	cgalondon		1	
4055	breakingnews	['breaking', 'news']	3	2.0
4056	beyondparis		3	
4057	saveouroceans	['save', 'our', 'oceans']	1	3.0
4058	socialmediameow	['social', 'media', 'meow']	1	
4059	righttowater	['right', 'to', 'water']	1	
4060	philosopher		1	
4061	shinedome18	['shine', 'dome', '18']	1	
4062	maastrichtdebate		2	
4063	poetrydaily	['poetry', 'daily']	1	
4064	unactogala2018		1	
4065	fusion		3	3.0
4066	foodjustice	['food', 'justice']	3	
4067	swachhbharat		2	1.0
4068	truecrime	['true', 'crime']	1	
4069	cousteau		1	
4070	vectorbornediseases	['vector', 'borne', 'diseases']	1	
4071	alarmism	['alarm', 'is', 'm']	8	
4072	kolkata		1	
4073	lng		1	3.0
4074	golf		2	
4075	sagebrush		1	
4076	smallholder	['small', 'holder']	1	
4077	oott		3	1.0
4078	humancapital	['human', 'capital']	1	1.0
4079	induceddemand	['induced', 'demand']	1	
4080	deutschland		3	
4081	worldbeeday	['world', 'bee', 'day']	4	2.0
4082	articwarming		1	
4083	freeupiii	['free', 'up', 'iii']	1	
4084	tax		3	
4085	solomons		1	
4086	communitytradeplastic	['community', 'trade', 'plastic']	2	
4087	waveenergy	['wave', 'energy']	1	
4088	globalchildhealth	['global', 'child', 'health']	1	
4089	unsustainable		5	
4090	letg_rennes		1	
4091	carbonoffset	['carbon', 'offset']	3	
4092	nexus		1	1.0
4093	csw63		1	
4094	minneapolis		1	
4095	malcolmroberts		1	
4096	cleanairact	['clean', 'air', 'act']	3	
4097	mr		1	
4098	belize		1	
4099	clifi		3	1.0
4100	impactonworld	['impact', 'on', 'world']	1	
4101	secondworld	['second', 'world']	1	
4102	putinpruittsdoppelgänger		2	
4103	youthstepup	['youth', 'step', 'up']	2	
4104	putapriceonit	['put', 'a', 'price', 'on', 'it']	6	
4105	worldenvironmentday	['world', 'environment', 'day']	21	27.0
4106	ozonedepletion	['ozone', 'depletion']	1	
4107	livingsoils	['living', 'soils']	1	
4108	evangelicals		1	
4109	ashdenawards	['ash', 'den', 'awards']	1	
4110	alternativeenergy	['alternative', 'energy']	1	
4111	sciencecommunication	['science', 'communication']	2	
4112	nanaimoladysmith		1	
4113	qld		1	
4114	access		1	
4115	savetheamazon	['save', 'the', 'amazon']	1	
4116	interesting		1	
4117	uofstirling		1	
4118	eth		4	
4119	geology		1	
4120	objective		1	
4121	beattheheat	['beat', 'the', 'heat']	1	
4122	creditsuisse		1	
4123	taiwancanhelp		1	
4124	modelling		3	
4125	future		19	16.0
4126	tasfires	['t', 'as', 'fires']	1	
4127	federalreserve	['federal', 'reserve']	1	
4128	witchhunt	['witch', 'hunt']	2	
4129	climatedamagestax	['climate', 'damages', 'tax']	1	
4130	cambridgeanalytica		1	
4131	cloud		2	
4132	changetheclimate2020	['change', 'the', 'climate', '2020']	1	
4133	transitionenergetique		1	
4134	womeninag		1	
4135	exxonmobil		1	
4136	abfire	['ab', 'fire']	1	
4137	goodfriends	['good', 'friends']	1	
4138	makeadifference	['make', 'a', 'difference']	1	3.0
4139	tikunolam		1	
4140	chernobyl		2	
4141	information		3	
4142	euislands		1	
4143	nsw		1	
4144	strategic		1	
4145	ww3		1	
4146	temple		1	
4147	creationcare	['creation', 'care']	1	
